source_text,output_text,alt_text,modify_type
Find the names of songs whose genre is modern or language is English.,"select tbl:song, project col:song/genre_is #1, comparative #1 #2 equal/modern, project col:song/languages #1, comparative #1 #4 equal/english, union #3 #5, project col:song/song_name #6","select tbl:song, project col:files/genre_is #1, comparative #1 #2 equal/modern, project col:song/languages #1, comparative #1 #4 equal/english, union #3 #5, project col:song/song_name #6",beam
Find the names of songs whose genre is modern or language is English.,"select tbl:song, project col:song/genre_is #1, comparative #1 #2 equal/modern, project col:song/languages #1, comparative #1 #4 equal/english, union #3 #5, project col:song/song_name #6","select tbl:song, project col:song/genre_is #1, comparative #1 #4 equal/english, project col:song/languages #1, comparative #1 #2 equal/modern, union #3 #5, project col:song/song_name #6",compara_order
What are the names of the songs that are modern or sung in English?,"select tbl:song, comparative #1 #1 equal/modern col:song/genre_is, comparative #1 #1 equal/english col:song/languages, union #2 #3, project col:song/song_name #4","select tbl:Songs, comparative #1 #1 equal/modern col:Songs/genre_is, comparative #1 #1 equal/english col:Songs/languages, union #2 #3, project col:Songs/song_name #4",beam
What are the names of the songs that are modern or sung in English?,"select tbl:song, comparative #1 #1 equal/modern col:song/genre_is, comparative #1 #1 equal/english col:song/languages, union #2 #3, project col:song/song_name #4","select tbl:song, comparative #1 #1 equal/english col:song/languages, comparative #1 #1 equal/modern col:song/genre_is, union #2 #3, project col:song/song_name #4",compara_order
Return the names of songs for which format is mp3 and resolution is below 1000.,"select tbl:song, comparative #1 #1 equal/mp3 col:files/formats, comparative #2 #2 less/1000 col:song/resolution, project col:song/song_name #3","select tbl:files, comparative #1 #1 equal/mp3 col:files/formats, comparative #2 #2 less/1000 col:song/resolution, project col:song/song_name #3",beam
What are the names of all songs that are in mp3 format and have a resolution lower than 1000?,"select tbl:song, comparative #1 #1 equal/mp3 col:files/formats, comparative #2 #2 less/1000 col:song/resolution, project col:song/song_name #3","select tbl:song, project col:files/formats #1, comparative #1 #2 equal/mp3, project col:song/resolution #1, comparative #1 #4 less/1000, intersection #1 #3 #5, project col:song/fname #6",beam
What are the average rating and resolution of songs that are in Bangla?,"select tbl:song, comparative #1 #1 equal/bangla col:song/languages, project col:song/rating #2, aggregate avg #3, project col:song/resolution #2, aggregate avg #5, union #4 #6","select tbl:song, comparative #1 #1 equal/bangla col:song/languages, project col:song/rating #2, aggregate avg #3, project col:song/resolution #2, aggregate avg #3, union #4 #5",beam
What are the average rating and resolution of songs that are in Bangla?,"select tbl:song, comparative #1 #1 equal/bangla col:song/languages, project col:song/rating #2, aggregate avg #3, project col:song/resolution #2, aggregate avg #5, union #4 #6","select tbl:song, aggregate avg #5, project col:song/rating #2, aggregate avg #3, project col:song/resolution #2, comparative #1 #1 equal/bangla col:song/languages, union #4 #6",order
What are the average rating and resolution of songs that are in Bangla?,"select tbl:song, comparative #1 #1 equal/bangla col:song/languages, project col:song/rating #2, aggregate avg #3, project col:song/resolution #2, aggregate avg #5, union #4 #6","select tbl:song, aggregate avg #5, project col:song/rating #2, aggregate avg #3, project col:song/resolution #2, comparative #1 #1greatequal//bangla col:song/languages, union #4 #6",greate/less
What is the average rating and resolution of all bangla songs?,"select val:song, project col:song/rating #1, aggregate avg #2, project col:song/resolution #1, aggregate avg #4, union #3 #5","select val:song, project col:song/rating #1, aggregate avg #2, project col:song/resolution #1, aggregate avg #4, union #3 #5.",beam
What is the average rating and resolution of all bangla songs?,"select val:song, project col:song/rating #1, aggregate avg #2, project col:song/resolution #1, aggregate avg #4, union #3 #5","select val:song, project col:song/rating #1, aggregate avg #4, project col:song/resolution #1, aggregate avg #2, union #3 #5",order
What is the average rating and resolution of all bangla songs?,"select val:song, project col:song/rating #1, aggregate avg #2, project col:song/resolution #1, aggregate avg #4, union #3 #5","select val:song, project col:song/rating #1, aggregate avg #4, project col:song/resolution #1, aggregate avg #2, union #3 #5",greate/less
What are the names and number of works for all artists who have sung at least one song in English?,"select col:song, project tbl:song #1, comparative #2 #2 equal/english col:song/languages, group #3 #1, comparative #1 #4 greatequal/1, project col:artist/artist_name #5, project none #5, group #7 #5, union #6 #8","select col:song, project tbl:song #1, comparative #2 #2 equal/english col:song/languages, group #3 #1, comparative #1 #4 greatequal/1, project col:artist/artist_name #5, project none #5, aggregate count #7, union #6 #8",beam
What are the names and number of works for all artists who have sung at least one song in English?,"select col:song, project tbl:song #1, comparative #2 #2 equal/english col:song/languages, group #3 #1, comparative #1 #4 greatequal/1, project col:artist/artist_name #5, project none #5, group #7 #5, union #6 #8","select col:song, project tbl:song #1, comparative #1 #4 greatequal/1, group #3 #1, comparative #2 #2 equal/english col:song/languages, project col:artist/artist_name #5, project none #5, group #7 #5, union #6 #8",compara_order
Find the name and country of origin for all artists who have release at least one song of resolution above 900.,"select tbl:song, comparative #1 #1 great/900 col:song/resolution, project tbl:artist #2, project col:artist/artist_name #3, project col:artist/country #3, union #4 #5","select tbl:song, comparative #1 #1 great/900 col:song/resolution, project tbl:artist #2, project col:artist/artist_name #3, project col:artist/country #3, union #4 #5.",beam
Find the name and country of origin for all artists who have release at least one song of resolution above 900.,"select tbl:song, comparative #1 #1 great/900 col:song/resolution, project tbl:artist #2, project col:artist/artist_name #3, project col:artist/country #3, union #4 #5","select tbl:song, project col:artist/artist_name #3, project tbl:artist #2, comparative #1 #1 great/900 col:song/resolution, project col:artist/country #3, union #4 #5",order
Find the name and country of origin for all artists who have release at least one song of resolution above 900.,"select tbl:song, comparative #1 #1 great/900 col:song/resolution, project tbl:artist #2, project col:artist/artist_name #3, project col:artist/country #3, union #4 #5","select tbl:song, project col:artist/artist_name #3, project tbl:artist #2, comparative #1 #1 less/900 col:song/resolution, project col:artist/country #3, union #4 #5",greate/less
What is the name and country of origin for each artist who has released a song with a resolution higher than 900?,"select tbl:artist, project tbl:song #1, project col:song/resolution #2, comparative #1 #3 great/900, project col:artist/artist_name #4, project col:artist/country #4, union #5 #6","select tbl:artist, project tbl:song #1, comparative #1 #2 great/900, project col:artist/artist_name #3, project col:artist/country #3, union #4 #5",beam
What is the name and country of origin for each artist who has released a song with a resolution higher than 900?,"select tbl:artist, project tbl:song #1, project col:song/resolution #2, comparative #1 #3 great/900, project col:artist/artist_name #4, project col:artist/country #4, union #5 #6","select tbl:artist, project tbl:song #1, project col:song/resolution #2, comparative #1 #3 great/900, project col:artist/country #4, project col:artist/artist_name #4, union #5 #6",order
What is the name and country of origin for each artist who has released a song with a resolution higher than 900?,"select tbl:artist, project tbl:song #1, project col:song/resolution #2, comparative #1 #3 great/900, project col:artist/artist_name #4, project col:artist/country #4, union #5 #6","select tbl:artist, project tbl:song #1, project col:song/resolution #2, comparative #1 #3 less/900, project col:artist/country #4, project col:artist/artist_name #4, union #5 #6",greate/less
Find the country of origin for the artist who made the least number of songs?,"select tbl:artist, project tbl:song #1, aggregate count #2, superlative #1 #3, project col:artist/country #4","select tbl:artist, comparative #1 #1 tbl:song, group #2 #1, superlative #1 #3, project col:artist/country #4",beam
Find the country of origin for the artist who made the least number of songs?,"select tbl:artist, project tbl:song #1, aggregate count #2, superlative #1 #3, project col:artist/country #4","select tbl:artist, project tbl:song #1, aggregate count #2, project col:artist/country #4, superlative #1 #3",order
Find the country of origin for the artist who made the least number of songs?,"select tbl:artist, project tbl:song #1, aggregate count #2, superlative #1 #3, project col:artist/country #4","select tbl:artist, project tbl:song #1, aggregate count #2, project col:artist/country #4, superlative #1 #3",greate/less
What country is the artist who made the fewest songs from?,"select tbl:artist, comparative #1 #1 tbl:song, project col:artist/country #2","select tbl:Artist, comparative #1 #1 tbl:Songs, project col:Artist/country #2",beam
What country is the artist who made the fewest songs from?,"select tbl:artist, comparative #1 #1 tbl:song, project col:artist/country #2","select tbl:artist, comparative #1 #1 tbl:song, project col:artist/country #2",greate/less
What are the names of the songs whose rating is below the rating of all songs in English?,"select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/rating #2, aggregate min #3, project col:song/rating #1, comparative #1 #5 less/#4, project col:song/song_name #6","select tbl:song, comparative #1 #1 equal/english col:song/languages, project col:song/rating #2, aggregate min #3, project col:song/rating #1, comparative #1 #6 less/#4, project col:song/song_name #7",beam
