id,source_text,target_text
3159,"Give me the times and numbers of all trains that go to Chennai, ordered by time. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>","select tbl:train, comparative #1 #1 equal/Chennai col:train/destination, project col:train/time #2, project col:train/train_number #2, union #3 #4, sort #5 #3"
3160,How many trains have 'Express' in their names? <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select tbl:train, project col:train/name #1, comparative #1 #2 like%Express%, aggregate count #3"
3161,Find the number and time of the train that goes from Chennai to Guruvayur. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select col:train, comparative #1 #1 equal/Chennai col:train/origin, comparative #2 #2 equal/Guruvayur col:train/destination, aggregate col:train/train_number #3, project col:train/time #3, union #4 #5"
3162,Find the number of trains starting from each origin. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select col:train, project tbl:train #1, group #2 #1, union #1 #3"
3163,Find the name of the train whose route runs through greatest number of stations. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select tbl:train, project tbl:route #1, project none #2, group #3 #1, superlative max #1 #4, project col:train/name #5"
3164,"Find the number of trains for each station, as well as the station network name and services. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>","select col:route, project none #1, group #2 #1, project col:station/network_name #1, project col:station/services #1, union #3 #4 #5"
3166,Give me the maximum low temperature and average precipitation at the Amersham station. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select val:station, project col:weekly_weather/low_temperature #1, aggregate max #2, project col:weekly_weather/precipitation #1, aggregate avg #4, union #3 #5"
3167,Find names and times of trains that run through stations for the local authority Chiltern. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select tbl:station, comparative #1 #1 equal/Chiltern col:station/local_authority, project tbl:train #2, project col:train/name #3, project col:train/time #3, union #4 #5"
3168,How many different services are provided by all stations? <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select tbl:station, project col:station/services #1, aggregate count #3"
3169,Find the id and local authority of the station with has the highest average high temperature. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select tbl:station, project col:weekly_weather/high_temperature #1, group #2 #1, superlative max #1 #3, project col:station/id #4, project col:station/local_authority #4, union #5 #6"
3170,Find the id and local authority of the station whose maximum precipitation is higher than 50. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select tbl:station, project tbl:station #1, group #2 #1, comparative #1 #3 great/50, project col:station/id #4, project col:station/local_authority #4, union #5 #6"
3171,show the lowest low temperature and highest wind speed in miles per hour. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select col:weekly_weather, aggregate min #1, select col:weekly_weather, comparative #3 #3 col:weekly_weather/wind_speed_mph, aggregate max #4, union #2 #5"
3172,Find the origins from which more than 1 train starts. <tbl> train station route weekly_weather </tbl> <col> id train_number name origin destination time interval id network_name services local_authority train_id station_id station_id day_of_week high_temperature low_temperature precipitation wind_speed_mph </col>,"select col:train, project tbl:train #1, group #2 #1, comparative #1 #3 great/1"
3173,Find the number of professors in accounting department. <tbl> CLASS COURSE DEPARTMENT EMPLOYEE ENROLL PROFESSOR STUDENT </tbl> <col> CLASS_CODE CRS_CODE CLASS_SECTION CLASS_TIME CLASS_ROOM PROF_NUM CRS_CODE DEPT_CODE CRS_DESCRIPTION CRS_CREDIT DEPT_CODE DEPT_NAME SCHOOL_CODE EMP_NUM DEPT_ADDRESS DEPT_EXTENSION EMP_NUM EMP_LNAME EMP_FNAME EMP_INITIAL EMP_JOBCODE EMP_HIREDATE EMP_DOB CLASS_CODE STU_NUM ENROLL_GRADE EMP_NUM DEPT_CODE PROF_OFFICE PROF_EXTENSION PROF_HIGH_DEGREE STU_NUM STU_LNAME STU_FNAME STU_INIT STU_DOB STU_HRS STU_CLASS STU_GPA STU_TRANSFER DEPT_CODE STU_PHONE PROF_NUM </col>,"select tbl:PROFESSOR, project tbl:DEPARTMENT #1, comparative #1 #2 equal/Accounting, aggregate count #3"
3174,How many professors are in the accounting dept? <tbl> CLASS COURSE DEPARTMENT EMPLOYEE ENROLL PROFESSOR STUDENT </tbl> <col> CLASS_CODE CRS_CODE CLASS_SECTION CLASS_TIME CLASS_ROOM PROF_NUM CRS_CODE DEPT_CODE CRS_DESCRIPTION CRS_CREDIT DEPT_CODE DEPT_NAME SCHOOL_CODE EMP_NUM DEPT_ADDRESS DEPT_EXTENSION EMP_NUM EMP_LNAME EMP_FNAME EMP_INITIAL EMP_JOBCODE EMP_HIREDATE EMP_DOB CLASS_CODE STU_NUM ENROLL_GRADE EMP_NUM DEPT_CODE PROF_OFFICE PROF_EXTENSION PROF_HIGH_DEGREE STU_NUM STU_LNAME STU_FNAME STU_INIT STU_DOB STU_HRS STU_CLASS STU_GPA STU_TRANSFER DEPT_CODE STU_PHONE PROF_NUM </col>,"select tbl:PROFESSOR, comparative #1 #1 equal/Accounting col:DEPARTMENT/DEPT_NAME, aggregate count #2"
3176,How many professors teach a class with the code ACCT-211? <tbl> CLASS COURSE DEPARTMENT EMPLOYEE ENROLL PROFESSOR STUDENT </tbl> <col> CLASS_CODE CRS_CODE CLASS_SECTION CLASS_TIME CLASS_ROOM PROF_NUM CRS_CODE DEPT_CODE CRS_DESCRIPTION CRS_CREDIT DEPT_CODE DEPT_NAME SCHOOL_CODE EMP_NUM DEPT_ADDRESS DEPT_EXTENSION EMP_NUM EMP_LNAME EMP_FNAME EMP_INITIAL EMP_JOBCODE EMP_HIREDATE EMP_DOB CLASS_CODE STU_NUM ENROLL_GRADE EMP_NUM DEPT_CODE PROF_OFFICE PROF_EXTENSION PROF_HIGH_DEGREE STU_NUM STU_LNAME STU_FNAME STU_INIT STU_DOB STU_HRS STU_CLASS STU_GPA STU_TRANSFER DEPT_CODE STU_PHONE PROF_NUM </col>,"select col:CLASS, project tbl:CLASS #1, project col:CLASS/CRS_CODE #2, comparative #1 #3 equal/ACCT-211, aggregate count #4"
3177,What is the first and last name of the professor in biology department? <tbl> CLASS COURSE DEPARTMENT EMPLOYEE ENROLL PROFESSOR STUDENT </tbl> <col> CLASS_CODE CRS_CODE CLASS_SECTION CLASS_TIME CLASS_ROOM PROF_NUM CRS_CODE DEPT_CODE CRS_DESCRIPTION CRS_CREDIT DEPT_CODE DEPT_NAME SCHOOL_CODE EMP_NUM DEPT_ADDRESS DEPT_EXTENSION EMP_NUM EMP_LNAME EMP_FNAME EMP_INITIAL EMP_JOBCODE EMP_HIREDATE EMP_DOB CLASS_CODE STU_NUM ENROLL_GRADE EMP_NUM DEPT_CODE PROF_OFFICE PROF_EXTENSION PROF_HIGH_DEGREE STU_NUM STU_LNAME STU_FNAME STU_INIT STU_DOB STU_HRS STU_CLASS STU_GPA STU_TRANSFER DEPT_CODE STU_PHONE PROF_NUM </col>,"select tbl:PROFESSOR, project tbl:DEPARTMENT #1, comparative #1 #2 equal/Biology, project col:EMPLOYEE/EMP_FNAME #3, project col:EMPLOYEE/EMP_LNAME #3, union #4 #5"
